attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,attr_87,attr_88,attr_89,attr_90,attr_91,attr_92,attr_93,attr_94,attr_95,attr_96,attr_97,attr_98,attr_99,class
65,57.222,54.722,53.611,54.167,56.111,68.333,93.611,94.722,93.056,75,80.833,67.5,65.278,63.611,63.889,71.944,96.111,96.111,96.111,94.167,89.167,93.333,75,71.944,71.667,73.056,88.611,96.944,96.667,96.667,96.111,93.889,93.889,80.278,76.944,76.944,78.611,90.278,96.389,96.944,96.667,96.111,95,90.556,95,80,80.556,82.5,87.222,96.389,97.5,96.389,95.833,95,79.167,93.333,83.611,83.056,84.167,87.222,94.444,96.667,96.111,96.111,93.333,56.667,92.222,95,84.444,86.111,86.944,91.111,95.556,96.111,95.278,92.5,40.278,74.722,92.778,86.944,87.222,88.889,90.556,93.333,95,94.167,86.667,34.167,43.333,91.944,95.833,96.667,96.944,96.944,96.667,95.833,91.944,43.611,D
90.556,92.222,80.556,83.056,87.222,92.222,96.111,96.944,96.389,95.556,93.056,61.667,70.556,75.278,86.111,92.778,95.833,96.389,96.944,96.667,96.389,95,56.944,65.278,81.389,94.444,96.667,96.667,97.222,96.667,96.389,93.889,75.556,56.389,63.611,85.556,94.722,96.111,96.389,96.389,94.722,89.722,66.667,58.056,56.667,64.722,73.056,91.389,94.167,94.167,90.278,78.611,72.222,64.167,54.722,59.444,78.056,94.167,96.111,96.667,96.389,95.833,92.778,78.889,65.556,52.5,84.722,94.722,96.389,96.667,96.944,97.222,97.222,96.389,95,85,50.278,92.222,95.556,97.222,96.944,96.667,97.778,96.667,96.667,95,90,44.167,91.667,95.556,96.667,97.5,97.222,97.222,96.667,95.556,91.667,54.722,32.778,E
64.722,93.333,95.556,96.667,96.667,95.556,93.889,66.944,50.556,41.111,35,93.333,96.111,97.222,97.778,97.222,97.5,96.944,96.389,95.278,91.111,52.778,93.056,95.556,96.944,96.389,96.111,95.556,89.722,88.056,85.278,81.944,77.222,92.778,95.278,96.389,95.833,94.722,91.389,88.056,85.556,82.222,76.944,67.222,92.222,95,95.833,95.278,93.056,88.611,87.778,85.278,81.667,77.222,68.889,90.278,94.722,95.556,95.833,95,87.5,86.944,85.278,82.5,79.722,75.278,80.556,93.889,96.111,96.389,96.944,90.833,88.333,88.611,88.333,91.667,94.444,48.889,89.722,95.278,96.944,97.5,96.389,96.389,90.833,95.278,92.778,70.556,35.833,55.278,92.778,95.833,96.389,96.389,95.556,94.167,78.611,46.667,38.056,F
87.222,65.278,57.5,54.722,53.056,53.611,58.056,77.5,40,33.333,29.722,93.333,71.111,67.5,65.833,64.722,67.222,92.222,89.444,53.611,43.333,36.944,91.389,76.111,73.056,71.667,71.944,74.444,93.611,80,60.278,50,43.056,90.278,79.167,76.667,76.389,77.222,78.333,93.333,83.889,65.833,57.778,48.889,85.556,81.389,80.556,80.833,80.833,92.222,94.722,92.222,71.111,66.944,62.5,80.833,82.778,83.889,82.5,84.444,95.556,95.556,96.389,86.667,80.833,94.444,44.167,86.667,84.167,85.556,87.222,95.833,95.278,96.111,95,95,93.333,37.5,66.944,92.778,86.667,88.889,93.611,96.389,96.667,96.111,94.167,91.111,32.5,38.889,62.222,93.056,96.111,92.778,96.389,96.389,96.111,93.889,75.278,G
84.444,93.333,95.556,94.722,95.278,94.722,95.278,92.778,75.278,49.444,41.944,91.944,94.444,95,94.722,93.889,95.833,93.889,95,93.611,91.389,59.167,90.833,94.722,94.722,95,95.833,95.833,96.111,95.556,95,92.778,76.111,43.611,50.556,55.278,57.5,60.278,61.667,64.167,66.944,70.278,74.167,82.778,36.944,42.778,47.778,51.111,54.722,56.667,59.722,63.611,67.222,75,59.722,34.444,38.889,42.5,46.111,49.167,52.778,56.111,60.556,65.278,80.278,53.611,32.5,35.833,38.611,42.222,44.722,48.889,52.778,57.778,61.944,74.444,53.333,30,33.056,35.278,38.056,40.556,43.889,47.778,52.778,59.722,74.444,53.333,28.056,30.278,32.5,34.444,36.389,39.167,41.667,45,52.222,75.556,54.722,H
89.722,90.833,75.556,58.333,52.222,48.611,46.111,44.167,40.556,38.056,33.333,76.389,85.278,76.111,63.889,59.167,55.833,51.667,50.556,46.944,44.722,40,63.889,80.833,75.833,67.222,64.722,60.833,57.778,56.944,54.444,53.333,51.111,56.667,87.222,95,96.667,97.222,97.5,72.778,97.778,97.222,96.667,95,51.944,86.389,94.167,95,93.611,74.722,69.444,66.667,63.056,58.333,52.5,48.889,80.833,91.944,93.333,91.111,73.611,62.778,59.167,54.167,48.611,43.889,46.111,84.167,92.778,94.444,92.222,80.278,57.5,53.056,48.056,43.333,39.444,43.889,85,92.778,94.444,93.056,78.611,51.944,46.944,42.778,38.889,35,38.889,62.778,91.667,93.333,90.556,57.778,45,41.944,38.056,35,32.222,I
35,45.556,77.222,81.667,49.167,44.444,40.833,37.778,35,32.222,29.167,41.389,50.278,60,74.167,86.667,53.889,48.056,44.444,40,36.944,33.611,45.278,52.5,60,67.222,73.611,82.5,90,64.167,47.222,41.667,37.222,46.667,54.167,61.389,67.5,73.056,77.5,81.111,85,86.667,53.611,41.389,47.778,56.667,64.444,70.556,75.833,79.722,83.056,85,86.944,92.222,85.833,52.778,66.389,86.389,94.722,82.222,82.222,96.111,94.167,90.556,90,89.444,81.667,93.056,95.278,83.889,78.333,79.167,80.278,87.778,96.111,93.056,90.278,89.722,94.167,95.833,72.5,73.611,74.167,77.222,85.556,95.556,93.611,88.889,92.5,95,70.278,65.556,64.722,67.222,72.222,90,95.278,91.389,45,J
32.5,36.944,43.056,75.556,94.167,95.833,96.667,96.667,95.556,93.333,70.833,37.5,48.889,91.111,94.722,96.111,96.667,96.667,97.222,97.222,96.111,93.333,48.889,87.778,93.889,95.833,96.944,96.667,96.667,97.5,97.222,96.667,94.444,85.556,94.444,95.556,96.389,96.667,96.389,95.833,96.667,95.833,95.833,95,91.389,94.444,96.111,96.667,96.667,96.667,96.667,96.111,96.389,95.556,92.5,91.111,94.722,96.111,95.833,96.389,97.222,96.667,96.389,96.111,95.556,92.222,91.944,95.278,96.111,96.667,96.667,96.667,96.667,96.111,95.556,93.889,85,92.222,94.722,96.667,96.389,96.667,96.944,96.944,95.833,94.722,90.833,42.222,91.944,95.278,96.667,96.944,97.222,96.667,95.833,93.889,75,41.111,35,A
89.444,93.333,92.222,65,46.667,41.944,40,37.778,35.556,32.778,30,92.778,90,95.833,94.722,90.556,60.556,45.556,42.5,39.722,36.944,33.611,93.333,85.278,82.778,81.667,93.611,92.222,70.278,49.167,43.889,40.556,36.667,69.444,73.611,77.222,79.444,82.5,89.444,88.056,56.667,50.833,45.833,41.111,57.778,66.389,72.5,79.444,84.722,88.333,88.056,82.5,57.778,52.778,47.5,53.056,63.056,74.722,86.667,94.167,96.389,96.667,96.667,96.111,93.056,60.556,50,62.778,89.722,94.722,95.833,96.111,95.278,88.333,63.333,60.556,57.222,44.722,75,93.056,95.833,96.111,95.556,92.222,61.111,54.444,49.167,43.333,39.722,74.722,93.611,95.278,95,92.778,73.333,50.556,45.278,40.833,36.944,B
81.944,78.889,78.333,90.833,77.5,48.333,37.222,35,32.778,31.111,28.333,68.611,72.222,74.167,77.222,78.056,85.278,47.222,40,35.833,32.778,30.833,57.778,65.556,71.111,75.556,78.333,79.722,80.833,45,40.278,35.833,33.333,53.333,62.222,69.167,75,78.333,81.389,63.056,51.667,44.722,40,35.833,51.667,62.5,70.833,76.667,86.944,77.778,63.056,55.833,49.722,44.722,40.278,49.444,68.056,75.556,82.778,77.778,70,64.444,58.056,52.778,47.5,42.778,42.5,87.778,83.333,80,75.556,70.556,65.833,61.389,55.556,50.833,45.833,31.111,40.833,61.111,91.389,88.611,73.056,69.167,65.556,61.667,56.667,50.833,29.167,33.889,38.889,43.333,46.667,89.444,93.611,91.389,67.222,63.056,58.333,C
41.389,46.667,48.889,50.833,52.778,56.111,69.444,92.5,93.889,92.222,63.333,63.056,56.667,55,57.222,59.444,66.667,92.778,95.278,94.722,92.222,65,92.778,69.722,66.389,67.222,68.056,73.889,91.389,95.556,96.111,93.889,85.833,90,95.556,74.167,73.611,75.556,78.333,86.111,97.5,96.111,94.722,91.389,45,77.222,93.611,77.5,78.889,81.667,84.167,96.389,96.389,95.556,92.778,40.556,45,65.833,92.222,80.556,81.389,84.167,90,95,96.111,94.444,35.556,40.278,44.722,56.389,90,89.444,84.444,87.778,91.389,93.889,93.333,32.778,36.111,40,44.167,56.111,91.667,94.167,87.5,90.278,91.944,91.667,30.278,32.778,35.833,38.333,42.222,48.056,91.111,95,95.833,90.833,92.778,D
43.611,87.222,95,96.667,96.944,97.5,96.944,97.222,96.389,93.056,60.556,61.667,90.833,95.833,96.944,97.5,97.778,97.5,97.778,97.222,96.667,95.556,92.778,95.556,97.222,97.5,97.778,98.056,97.778,97.5,96.944,95,88.889,93.333,96.111,97.222,97.778,97.222,97.778,96.667,96.667,95,90,62.222,90.556,95.556,96.389,96.667,96.944,96.389,95.278,86.944,77.222,67.222,60,62.778,78.333,92.778,95.556,96.111,95,91.667,80.833,73.333,67.222,59.722,65,79.722,94.167,96.111,96.667,96.944,96.111,95,80.833,72.778,61.944,81.111,94.167,96.667,97.222,97.5,97.222,97.5,96.944,96.111,92.5,71.389,90.278,95.278,96.667,97.222,97.778,97.222,97.222,97.5,96.667,95,91.389,E
40.556,86.667,94.167,95.278,94.167,86.389,52.222,41.111,35.556,32.5,30.278,62.5,92.778,95,96.667,96.111,95.556,93.889,85,43.889,36.667,33.611,85.556,95,96.667,96.389,96.389,95.833,95.833,93.333,77.5,42.5,37.222,92.5,95,96.389,95,93.333,87.778,86.111,83.889,77.778,55.278,41.944,91.944,95,95.278,93.056,87.5,84.167,80.556,75.833,68.611,57.778,48.611,91.389,94.444,94.444,91.111,83.611,82.5,79.167,73.889,68.056,61.667,52.5,91.389,94.722,94.722,92.222,83.611,81.944,79.722,75.833,71.667,66.667,59.444,85,94.167,95.556,95.278,94.167,81.389,80.556,78.333,75.278,71.944,68.889,38.889,60.833,92.5,95.833,96.944,96.944,96.667,83.333,84.167,87.222,93.889,F
89.167,69.167,59.444,54.444,51.667,50.278,48.611,46.111,42.222,35,27.778,91.111,87.222,65.833,61.944,58.611,57.5,56.389,58.056,70.556,84.722,35.833,85,94.444,83.056,68.056,67.5,65.833,67.5,87.778,95.556,92.778,70,53.333,92.222,95.278,73.611,73.333,72.778,76.667,96.667,96.667,94.444,86.667,46.111,75,93.611,79.722,76.111,77.5,79.722,94.444,86.389,75.833,63.611,38.611,63.333,91.389,94.722,80,81.111,85,94.444,86.667,73.611,63.333,35,39.722,58.333,92.778,95.556,86.667,86.944,94.722,89.722,75.833,69.167,33.056,35.278,41.111,50,85.556,95,96.111,96.667,96.667,95.833,95.278,30.556,32.5,34.722,39.444,43.889,89.722,94.722,96.389,96.389,96.111,95.278,G
84.722,93.333,94.722,96.389,95.833,93.889,88.611,52.778,46.111,40.278,31.944,91.667,94.722,95.278,94.444,94.167,95.278,94.167,91.111,64.444,53.333,44.722,61.389,92.778,95.278,96.111,97.222,96.389,96.667,95.278,93.611,75.278,70,42.222,48.056,53.611,56.667,60.278,64.444,68.056,75.833,83.333,64.444,56.111,37.778,42.222,47.5,50.556,54.444,59.167,63.889,71.667,63.889,60.556,53.611,34.167,37.778,43.056,45.556,49.444,54.167,60.278,69.167,62.5,59.444,53.611,31.944,34.722,38.333,41.667,44.444,48.889,53.889,67.778,62.5,59.167,53.333,28.611,32.222,35.278,37.778,40.833,44.444,48.056,70.556,66.389,61.944,55.833,27.222,29.444,32.222,33.611,35.833,38.056,40.833,45.556,74.444,65,58.611,H
91.111,91.667,77.778,55.556,51.944,50.278,48.333,47.222,45,42.5,38.333,92.778,94.444,93.889,68.889,59.444,57.222,55.278,53.889,52.222,50.556,48.611,93.056,79.167,92.5,88.889,65.278,63.889,68.333,96.667,96.389,95,89.444,65.278,68.611,87.222,93.889,96.111,96.111,95.833,93.611,75.556,60.556,54.722,52.222,60.278,81.667,93.889,95.556,95.556,93.611,80,61.389,55.556,49.167,47.778,53.889,76.111,92.222,94.444,94.444,93.611,88.611,57.778,50.278,45,43.889,51.111,78.333,92.778,94.444,95,94.444,89.444,53.333,46.667,40.833,39.722,47.222,55,91.111,94.167,95,93.889,84.444,49.167,41.389,36.667,34.722,41.111,54.167,91.667,94.444,95.556,93.611,79.722,40.278,36.111,32.778,I
29.722,32.5,35.556,39.722,53.611,91.667,94.444,94.444,91.667,54.722,35.833,33.056,36.944,41.389,48.056,57.778,79.167,93.056,87.222,92.222,84.167,47.5,36.111,41.111,46.111,53.056,59.722,69.167,76.667,82.222,84.722,86.389,84.167,39.167,45,50.833,56.111,62.5,69.722,75,79.722,82.778,85.556,88.056,42.778,48.889,55,61.111,66.944,72.222,75.833,80,81.944,84.167,90.278,48.333,55.556,64.444,69.167,72.778,75.278,77.778,80.833,82.5,83.889,91.667,61.667,92.778,88.611,84.167,82.5,96.944,96.667,90.278,86.944,86.389,93.889,92.778,95.833,93.611,81.111,71.389,70.556,92.222,96.667,91.944,88.056,91.389,92.778,96.111,84.722,58.889,59.167,61.389,71.111,94.722,93.889,93.333,75,J
35.278,45.833,85.556,94.722,96.111,96.389,96.389,94.722,89.722,50.556,39.444,46.111,88.889,95,96.389,97.5,97.222,97.222,96.667,96.111,93.611,75,81.389,94.167,95.833,97.222,97.5,96.667,96.944,97.222,96.111,94.444,88.889,91.111,94.444,96.111,96.667,97.778,96.667,96.111,97.778,96.667,95.278,93.889,91.111,94.444,96.111,96.667,97.778,96.944,96.389,97.5,96.389,95.556,93.889,93.611,95,96.389,97.222,97.222,97.222,96.667,96.667,96.111,95.556,93.889,92.5,95,96.389,96.667,96.667,96.389,96.111,96.667,96.111,94.167,88.056,89.444,95,96.111,96.667,96.944,96.389,96.667,96.944,95.278,90.833,52.5,60,91.944,95,96.944,97.222,96.667,96.389,93.889,77.778,45.833,37.5,A
84.444,92.778,91.667,63.611,44.444,40.833,39.167,36.667,34.722,32.222,29.722,86.944,82.222,92.5,93.611,89.167,51.944,43.889,41.111,38.611,36.111,33.056,71.111,73.889,78.056,80.833,86.111,91.944,74.167,45.556,42.222,39.444,35.833,60.278,69.722,76.944,82.5,86.667,89.167,89.722,79.444,47.222,42.778,38.889,53.889,67.5,80.833,90.278,95,95.556,95,91.389,61.111,50.833,44.444,50,76.944,92.778,96.111,96.667,96.944,96.944,96.111,94.167,68.056,55.833,46.389,86.667,94.167,96.111,96.667,97.222,96.389,95.833,81.389,70,94.444,41.389,66.389,91.944,95,95.833,95.556,94.444,90.833,59.722,53.889,48.889,35,48.611,91.111,95,95.833,95.278,92.5,59.167,49.722,45,39.722,B
91.111,86.389,57.5,54.167,51.667,50,41.389,33.889,31.389,30,27.5,65.833,86.667,82.5,67.778,95.556,93.333,85.556,47.5,38.889,34.722,31.944,60.833,69.167,84.722,93.611,94.167,90.833,69.722,53.333,45.833,40.278,36.111,59.722,68.611,74.444,79.167,85,82.222,63.333,55.833,49.722,43.889,39.167,63.333,71.667,76.111,78.889,85.556,69.167,63.889,58.611,53.056,48.056,43.056,73.056,92.5,93.056,87.222,75.833,70.833,66.111,61.389,56.944,51.944,46.111,91.111,60,87.222,90,74.722,71.667,68.333,63.889,60,55.278,49.722,40.278,46.944,50.278,54.444,84.444,83.333,69.722,67.222,63.889,60.278,55,33.889,39.167,42.5,45.833,48.333,73.611,90,70,68.611,66.944,63.889,C
30.556,34.722,38.889,41.111,44.722,46.389,49.444,57.5,88.333,90.556,69.167,35.833,41.944,46.389,49.444,52.222,54.444,59.444,89.444,93.611,93.611,86.389,46.667,52.778,55.278,57.222,59.444,61.667,71.389,94.167,95.278,94.444,91.667,91.944,78.056,70.556,67.5,67.222,70.278,74.722,93.333,95.833,95.556,93.333,92.222,94.444,76.667,74.444,74.167,75.833,78.333,85.556,90,95,93.056,57.778,91.667,91.111,78.889,78.889,79.167,80,84.722,87.222,89.722,91.111,41.389,66.944,92.222,85.278,81.667,82.5,82.222,85.833,87.5,89.167,89.444,36.111,40,54.444,91.111,94.444,84.167,84.444,86.389,88.333,89.444,89.444,32.222,35.833,39.167,43.611,62.222,93.611,95.278,87.222,88.889,88.889,94.167,D
37.222,75.556,93.611,95.833,96.111,96.111,95,90.556,45.556,37.222,33.333,81.389,94.444,96.111,96.667,96.667,96.111,95.556,90.556,53.889,43.611,37.778,85,94.722,96.111,96.667,96.667,95.278,93.056,75.278,55.833,48.611,42.5,61.667,89.167,94.722,95.833,95.556,93.611,81.667,66.111,58.333,51.944,46.389,61.111,71.944,89.722,94.167,94.444,91.667,75,67.222,60.833,55.278,49.722,68.889,92.222,95.278,96.667,96.944,96.389,96.111,92.778,68.611,59.444,53.333,92.5,95.833,97.222,97.5,97.5,97.778,97.222,96.667,95.278,91.111,58.889,91.667,95,96.111,97.222,97.222,97.222,96.944,97.222,96.389,95.278,92.778,47.222,78.611,94.722,96.389,97.5,97.5,97.222,97.778,97.222,96.667,95.556,E
36.944,46.667,86.944,95,96.389,96.667,96.389,95.556,90.833,52.778,35.278,61.667,92.222,95.556,97.222,97.778,97.222,97.778,97.222,96.111,93.333,63.611,92.5,95.833,97.222,97.5,97.5,97.778,97.222,97.222,95.556,92.5,62.778,93.333,95.833,96.667,96.944,96.667,96.389,95,95.278,95,90.833,62.5,92.778,95.278,95.556,95.833,95.278,95,89.722,86.667,84.167,71.111,58.333,92.778,95,96.111,96.667,95.556,94.444,89.167,83.611,78.889,72.222,61.944,85.278,94.167,95.833,96.111,96.389,95.278,91.111,83.889,80.278,76.667,71.111,50.556,89.722,95.278,95.833,95.278,95,95.556,96.944,96.389,95.556,92.778,43.056,55.278,90.556,94.167,94.722,95,95.556,94.722,93.333,62.222,41.389,F
31.111,36.389,41.111,48.611,59.444,82.222,61.389,56.389,53.333,51.111,48.889,37.778,43.611,49.722,57.5,64.167,90,68.889,66.944,65.278,67.778,75.833,45.833,52.222,58.611,63.889,68.889,91.389,84.444,74.444,74.444,76.111,79.444,58.611,62.778,65.556,68.889,72.222,81.667,92.778,95.556,95.833,95.556,93.889,91.667,73.889,73.333,73.611,75.278,80.556,84.167,88.611,93.333,94.722,91.667,83.056,82.778,78.056,78.056,79.444,81.389,84.444,86.667,87.778,89.167,86.944,44.167,87.778,81.667,81.389,81.389,83.056,84.444,86.944,87.778,87.5,90.833,37.222,44.722,90.278,87.778,83.611,84.167,85.556,87.5,88.333,86.667,74.444,32.778,37.222,42.222,88.611,94.167,86.389,87.5,87.778,87.5,91.111,45,G
34.444,40,47.5,77.778,93.889,95.833,96.389,96.389,95.278,91.944,52.5,44.167,78.056,94.444,96.667,97.5,97.222,97.5,96.944,96.389,94.722,86.667,91.389,95.556,95.833,96.944,97.222,96.389,96.389,96.944,77.5,82.5,86.667,93.056,95.556,96.389,96.667,96.389,70.833,68.611,69.444,72.222,86.667,86.111,49.167,54.722,56.667,59.167,60.556,61.111,63.333,65.556,69.167,89.167,85,39.444,45.556,48.611,51.944,54.167,56.111,58.611,61.389,65.278,87.5,83.889,34.444,39.167,43.056,46.667,49.167,51.111,53.889,56.667,60,85.278,83.889,30.556,35.278,38.333,40.833,43.889,45.278,48.333,51.667,55.278,71.944,82.222,27.5,30.833,33.056,36.667,38.611,41.667,43.056,46.389,49.444,53.889,84.444,H
91.111,91.111,75.278,54.722,50,47.5,44.722,43.056,40.278,37.5,33.333,90,91.667,88.611,63.056,57.5,54.167,51.667,49.444,46.667,43.611,39.444,62.5,76.667,88.611,66.944,63.333,59.722,57.5,55.556,53.611,51.111,47.778,54.722,68.611,93.333,96.111,97.222,97.778,97.222,97.778,97.222,96.667,95.556,52.5,64.167,92.778,95,95,93.333,85.278,70,64.167,57.778,53.056,50.278,74.722,93.056,95.278,95.833,94.167,88.611,65.278,55.556,49.722,44.444,48.889,86.111,93.611,95.833,96.111,93.889,90,55.833,47.222,43.611,38.889,47.222,86.111,93.889,95.556,95.278,92.5,73.333,46.111,41.667,38.333,35,43.333,86.667,93.889,94.444,92.222,56.667,42.5,40.833,37.5,35,31.944,I
29.167,31.111,35,37.778,42.5,65.833,91.111,91.111,62.778,40.556,34.722,32.5,35.278,40,43.889,50.556,67.5,91.111,91.111,63.889,46.389,40.278,35.833,39.444,44.722,50.278,56.667,65.278,83.611,90,66.389,51.389,45,38.611,42.778,49.444,53.611,59.722,66.111,75.833,81.667,71.111,55.278,46.944,41.667,48.611,54.444,61.944,67.5,71.667,77.222,81.667,83.889,88.611,56.389,49.167,74.722,93.056,95,96.111,95,85.278,85.833,86.667,86.389,88.056,89.722,93.611,95.833,95.278,95.556,93.889,94.722,88.889,88.333,88.889,87.222,93.056,94.444,95.556,95.556,93.611,94.444,94.722,92.778,90.833,90,87.5,45.278,58.056,82.5,93.333,95,95.833,96.389,96.389,91.667,86.667,42.222,J
33.333,40.278,47.778,83.611,93.611,95,94.167,93.333,91.111,64.167,40,40,49.722,65,93.056,95.556,96.389,96.389,95.833,95.556,93.056,77.222,60.556,92.778,95.556,96.389,97.5,97.222,97.222,97.778,97.222,96.667,94.167,91.944,94.722,96.389,96.944,97.778,97.222,96.667,97.778,96.389,95.833,94.167,92.222,95,96.389,96.944,97.222,97.778,96.667,97.778,96.667,95.556,92.778,91.944,95.278,96.389,96.944,97.222,97.5,96.944,97.5,96.389,94.167,88.056,92.778,95.833,96.667,97.5,96.944,97.778,96.667,96.111,92.778,62.5,40.833,91.667,95.556,96.667,96.944,96.944,96.389,94.722,86.944,48.056,41.111,36.389,80.278,93.889,95.833,95.833,95.278,91.389,49.722,43.611,40,36.111,33.056,A
91.944,93.611,90.278,55,42.778,40.556,38.333,36.389,33.889,31.389,28.333,60.278,77.222,93.056,93.611,88.889,48.889,43.611,40.556,37.778,34.722,31.944,51.111,58.333,63.333,73.889,90.833,83.611,50.556,46.111,41.667,38.333,34.167,47.5,53.056,59.444,71.944,81.111,91.111,85.556,51.667,47.222,43.056,38.611,44.167,50.278,56.389,86.667,93.889,94.444,92.222,63.611,54.167,49.444,43.889,41.667,46.944,53.889,87.222,94.722,96.111,96.389,95,92.778,66.667,52.222,38.333,43.056,48.611,86.667,93.889,96.111,95.556,93.333,70.833,66.667,75.556,34.722,39.167,43.333,74.444,92.5,94.722,94.444,90.278,65,55.278,49.167,31.667,34.722,38.333,46.389,90.833,94.167,94.167,89.722,51.389,45.556,39.444,B
28.611,31.389,33.889,37.5,41.944,68.333,90.556,93.333,94.444,93.611,85.278,31.111,35.833,40,45,56.389,88.611,92.778,93.333,90.833,90.278,81.667,34.444,40,45,50.278,62.222,75,86.111,88.611,89.444,88.056,63.333,39.722,45.833,51.944,58.889,65.556,74.167,79.167,84.167,86.667,83.611,53.333,46.944,57.222,63.056,66.667,70.833,75.833,79.167,81.944,83.056,63.611,55.278,91.389,95,95,95.278,78.056,78.611,78.889,81.389,71.667,63.056,55.833,92.222,95,94.722,93.333,91.667,86.944,80,75.278,69.722,64.444,58.056,49.722,78.611,61.667,58.056,80.833,81.389,78.889,75.278,71.389,66.389,60.833,35,41.111,44.444,47.5,51.667,84.167,77.778,76.667,73.889,71.111,66.667,C
79.167,88.056,82.222,70.833,57.5,48.889,44.444,41.111,36.944,33.611,30,87.5,81.389,77.778,71.111,63.333,57.5,52.5,48.056,43.889,38.056,33.056,86.944,80,77.222,72.778,67.778,64.167,60.278,56.389,52.778,46.944,37.778,87.778,79.167,77.778,74.444,71.944,70,70.556,93.056,95,92.222,69.722,90.833,81.389,80.833,79.167,78.333,81.944,97.222,96.667,96.389,95,92.778,92.778,83.056,83.333,83.333,84.444,88.333,94.722,96.944,96.389,95.556,93.611,85,93.889,85,85.556,88.333,89.722,93.611,97.222,96.389,95.833,94.167,47.778,91.389,91.111,88.056,90,91.389,93.611,96.389,96.389,95.833,93.611,33.889,43.056,85.278,94.444,90.833,91.944,93.889,95.278,96.111,93.889,75.278,D
41.667,77.222,94.167,95.833,97.222,97.222,97.5,96.944,96.111,93.889,75,90.556,94.167,95.833,96.389,96.944,96.111,96.389,96.389,96.111,95.556,93.056,92.222,94.722,96.111,96.667,96.667,96.667,96.667,96.389,95.833,95.556,93.333,91.111,95.833,96.389,96.944,96.389,96.111,96.389,95.833,95.833,94.167,86.667,56.389,79.167,95,96.389,96.944,96.944,96.667,95.833,90.833,75,63.056,44.722,53.333,62.778,74.722,91.111,95,95.556,95,90,75.556,64.722,39.167,45.833,55.278,76.944,92.5,95.278,96.667,95.833,95,93.889,85.833,34.722,39.444,47.5,85.556,93.889,95,95.556,95,94.444,93.611,87.222,30.278,34.167,37.778,66.667,92.5,94.722,96.111,96.389,95.556,94.167,86.389,E
35.556,49.444,90,95,96.667,96.667,94.167,63.333,60.833,83.889,95.556,48.889,89.722,95,96.944,97.5,97.778,97.222,97.222,82.5,96.111,94.722,85.556,94.167,96.111,96.944,96.389,96.667,96.389,96.944,95,89.722,81.111,89.722,94.444,96.111,96.389,96.389,96.944,96.389,95.278,91.667,74.722,70,92.222,95.556,96.667,96.667,96.111,96.667,95.556,92.222,75.278,70,63.056,92.222,95.278,95.278,96.389,95,95.556,95,89.444,74.167,68.611,61.389,92.222,95.278,95.556,95.833,95.278,95.833,95,89.444,75.833,70.278,62.778,91.111,95.556,96.667,96.667,96.389,96.389,95.833,93.889,80,76.944,71.111,41.389,89.167,95.278,96.944,97.5,97.778,97.5,97.778,97.222,96.667,94.167,F
89.167,86.111,60,55,53.056,51.667,50.278,49.167,40,31.944,28.889,57.778,90.278,66.389,65,62.5,62.778,74.722,95.556,92.222,60.278,38.056,52.5,91.944,74.444,71.944,70.833,73.611,96.667,96.111,93.333,80,47.222,50,86.111,86.944,76.389,76.944,80.278,95.278,94.722,90.556,70.556,54.722,46.389,86.389,89.444,80.833,81.389,84.444,95.833,95.833,94.167,86.389,65.278,43.056,63.611,93.333,83.611,85.556,87.778,92.778,97.222,96.667,95.556,94.444,39.167,63.333,93.333,86.389,87.5,89.444,91.667,96.944,96.389,96.111,95,33.889,39.167,80,93.889,88.056,90,91.389,93.889,96.667,95.833,93.333,30.833,33.889,40.833,75.556,93.889,95.833,91.389,96.389,95.278,91.944,51.389,G
