attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,class
79.167,86.944,89.722,79.167,88.333,95,97.5,97.778,75.833,C
71.111,58.056,45.278,78.333,77.222,97.5,91.111,87.778,97.222,D
98.333,98.333,76.667,77.222,98.056,91.111,96.944,98.889,98.889,E
98.056,68.333,57.5,98.333,97.5,83.333,96.389,98.889,98.333,F
75.556,76.111,60.278,84.444,85,75.556,87.778,88.889,97.778,G
97.5,98.333,96.389,55.278,65.833,74.444,40.833,52.5,91.944,H
90.278,55.278,45.556,77.5,84.444,79.167,63.611,96.944,50,I
71.389,53.056,38.889,66.667,80.278,57.222,59.444,93.333,98.056,J
97.222,98.333,96.667,97.778,99.444,98.333,98.889,98.889,97.778,A
93.611,46.667,38.056,60.833,76.111,76.667,62.5,98.333,98.889,B
73.611,82.222,43.889,64.167,87.222,88.889,92.778,98.333,95,C
74.722,66.111,96.944,82.778,86.389,98.056,94.722,90.278,96.389,D
98.333,98.889,95.278,98.333,98.889,74.444,98.056,97.778,96.111,E
94.444,97.222,74.444,98.889,98.333,76.389,98.333,98.611,97.778,F
77.222,98.333,49.444,86.667,97.222,68.611,97.222,98.611,98.333,G
98.056,98.333,98.333,98.333,98.333,82.222,50.556,58.333,80,H
77.5,58.611,52.5,92.222,94.444,59.444,95,96.667,43.056,I
98.611,86.389,98.333,97.778,93.056,95.556,80.556,97.5,97.222,J
96.111,98.333,96.667,98.333,99.444,98.333,98.611,98.889,97.778,A
79.167,51.389,41.111,95.556,98.333,96.944,98.333,99.444,98.056,B
78.611,78.056,48.611,71.389,82.5,92.222,95.556,83.333,70.556,C
73.611,60.278,51.111,81.389,99.444,97.778,97.222,97.778,98.056,D
98.889,98.889,96.944,96.944,98.333,97.222,98.333,99.444,98.333,E
97.778,98.333,83.333,98.056,96.111,69.167,98.056,97.222,80,F
73.889,98.333,53.056,85.278,98.333,76.667,97.778,98.333,98.333,G
98.889,99.444,98.889,55.833,69.444,97.222,42.222,58.056,97.222,H
93.056,58.056,46.944,98.889,99.167,98.611,97.778,94.444,44.167,I
60.278,77.5,94.167,98.333,95.278,94.167,76.667,95.833,97.778,J
98.889,98.889,97.778,98.056,99.444,98.889,98.333,98.333,95.556,A
72.778,83.611,95.556,78.889,89.444,91.667,98.333,98.611,97.778,B
58.333,83.333,46.944,64.722,77.778,66.111,62.222,83.333,67.222,C
63.056,56.389,43.333,77.5,97.5,97.778,94.167,97.222,98.333,D
98.889,98.889,56.667,98.056,98.333,96.944,98.333,99.444,98.056,E
98.333,97.5,52.5,97.778,89.722,86.944,97.5,93.333,73.333,F
68.889,67.5,49.444,79.722,81.667,66.389,80,88.056,98.333,G
98.056,98.889,97.778,56.667,76.944,68.889,44.722,93.889,73.333,H
68.889,54.722,44.722,98.889,99.444,98.889,98.333,66.667,45,I
50,67.222,95.278,98.056,78.889,85,79.444,97.5,97.778,J
98.056,97.778,93.333,97.778,96.667,97.778,97.5,98.611,97.5,A
71.667,79.444,76.944,57.5,78.611,91.389,44.444,97.778,98.333,B
68.611,80.833,86.111,70.833,81.667,68.611,97.778,85.556,71.111,C
75,98.889,96.667,96.111,95.556,98.333,40.833,97.5,97.222,D
98.889,98.889,93.611,92.5,97.778,71.111,98.333,98.333,58.889,E
86.944,98.333,98.333,97.778,98.611,96.944,98.889,98.889,97.778,F
74.444,68.611,56.944,83.611,80.556,64.722,77.778,88.611,98.333,G
98.333,92.222,69.444,68.333,95,57.5,97.778,85.556,41.389,H
70.556,62.778,61.944,98.333,75.556,52.5,97.222,57.222,41.389,I
65,87.222,40.556,98.056,97.5,96.944,84.167,98.333,97.778,J
98.056,98.333,77.778,97.778,98.889,98.056,98.889,98.889,95.556,A
97.778,97.778,45.556,77.222,88.333,96.389,98.333,99.444,98.889,B
92.778,96.389,51.667,71.944,88.889,55.833,79.167,80.556,64.444,C
63.056,56.944,46.667,77.222,88.056,97.5,92.222,90.278,98.333,D
97.5,98.611,97.778,98.611,98.889,97.5,98.333,97.778,80.833,E
98.333,98.889,65.833,98.056,99.444,86.944,97.778,98.056,97.5,F
73.056,70.556,58.056,82.5,83.056,66.944,86.944,87.778,97.5,G
98.333,98.611,97.778,98.333,99.167,98.056,42.778,52.5,70.833,H
75.833,67.222,93.333,92.778,61.389,45.833,96.667,47.5,37.778,I
46.389,61.667,90,98.056,99.444,83.056,83.056,97.5,92.222,J
98.333,98.333,97.5,97.778,99.444,98.056,97.778,96.944,97.222,A
65.278,93.611,77.222,70.556,83.611,94.167,97.778,98.611,97.222,B
52.5,75.556,94.167,95.833,81.667,62.5,48.889,93.611,77.222,C
73.333,73.611,97.5,84.167,98.889,98.056,97.222,98.333,98.333,D
98.889,99.167,97.222,97.778,96.111,69.167,98.333,98.333,71.667,E
98.333,98.333,97.778,98.333,95.556,83.056,98.333,97.222,95.556,F
72.5,71.944,50.278,82.778,90.278,65,92.222,90.278,98.333,G
98.889,98.889,95,55.556,96.944,97.778,38.056,47.5,74.167,H
97.222,72.222,59.444,92.5,62.5,48.056,96.944,56.111,40,I
52.222,60.556,76.389,97.778,86.389,81.389,96.667,93.056,88.611,J
98.056,98.333,97.5,98.333,99.444,98.333,97.778,98.056,98.056,A
65.833,94.444,41.667,65.278,91.667,58.056,97.778,97.222,53.056,B
73.333,93.056,39.444,71.389,94.444,53.611,97.5,76.944,62.222,C
74.167,98.889,97.778,86.389,88.611,94.444,45.833,90,93.056,D
97.222,97.5,98.333,78.889,98.056,81.667,98.056,99.444,98.333,E
96.111,98.611,97.778,97.222,88.056,66.389,98.333,98.889,64.167,F
56.389,79.167,64.722,77.222,98.889,97.778,95,88.056,71.667,G
97.778,81.944,98.056,56.667,66.944,76.944,41.667,54.722,91.111,H
71.944,59.167,52.222,96.944,65,55.278,94.444,53.056,41.667,I
69.722,96.389,93.611,97.778,99.444,92.222,57.222,65.556,97.778,J
95.556,98.333,98.333,98.333,99.167,98.611,98.611,99.444,98.889,A
79.167,86.944,96.389,96.111,95.556,92.778,98.889,98.889,97.778,B
75,96.111,77.222,69.444,81.111,94.722,95.556,86.389,71.389,C
90,98.889,94.444,90.278,98.333,98.056,77.222,97.222,98.333,D
98.611,99.167,98.056,97.778,98.056,79.722,97.778,98.611,98.333,E
97.5,98.611,97.222,96.944,94.167,66.111,98.333,98.889,96.667,F
88.611,94.444,52.222,91.389,97.778,65.278,98.333,96.667,98.056,G
98.611,98.889,97.778,82.778,72.222,79.722,44.722,58.333,81.389,H
67.778,56.667,48.333,97.5,68.611,59.444,96.667,56.111,43.611,I
95.833,57.5,43.889,60.833,79.167,89.444,64.167,98.889,98.611,J
98.056,98.889,98.056,97.778,98.889,98.889,98.333,98.333,97.222,A
91.667,48.889,39.444,70,83.056,76.667,98.889,99.444,96.667,B
87.778,88.056,43.611,73.611,83.611,54.722,74.167,88.611,63.333,C
76.111,99.444,98.056,87.222,93.333,98.333,96.667,98.333,98.333,D
98.333,99.444,98.333,85.556,97.778,74.167,97.222,97.222,97.778,E
95.833,97.778,97.222,98.611,98.889,96.944,98.333,98.889,90,F
75.278,96.667,38.611,86.944,95.556,53.333,91.667,96.944,98.056,G
98.056,97.5,81.944,64.722,73.611,56.667,45.833,71.667,49.722,H
73.056,97.5,51.389,97.222,70,58.889,96.944,56.111,42.222,I
77.222,86.389,94.167,89.167,93.056,92.5,98.889,83.889,98.333,J
97.778,98.333,97.778,97.778,99.444,98.333,98.333,98.889,97.778,A
82.778,90.556,95,97.5,90.278,93.056,98.889,98.889,97.778,B
83.611,86.667,43.889,76.389,90.556,54.444,94.722,78.333,65,C
86.667,96.389,97.778,88.889,93.889,97.778,92.5,98.611,50,D
98.889,99.167,97.778,92.222,94.722,68.889,97.778,97.222,96.944,E
98.333,98.333,46.111,97.778,97.778,61.389,97.778,98.889,76.389,F
62.5,66.944,90.556,81.111,79.722,78.333,98.056,95.833,98.333,G
98.333,99.444,98.333,95,98.056,83.056,41.111,51.944,79.167,H
94.444,58.611,45.556,97.222,70,63.611,97.222,54.444,46.667,I
61.389,80.556,91.389,95.278,98.889,89.444,75.833,95,45,J
97.222,97.5,97.222,98.333,99.444,98.333,96.944,97.778,96.944,A
60.278,97.5,94.444,63.889,90,93.889,98.889,98.889,96.944,B
72.778,80.833,44.167,63.056,94.444,56.667,94.167,80.556,67.778,C
53.056,61.389,97.5,77.222,81.667,97.778,98.056,86.944,96.111,D
98.889,98.889,97.222,97.778,98.333,97.222,95.556,98.889,98.889,E
98.889,98.889,62.778,98.889,98.333,63.889,98.333,98.889,98.056,F
98.056,97.778,60.278,97.778,98.056,75,96.667,98.611,98.333,G
98.889,99.444,87.778,51.944,65.278,90.278,41.944,55.556,92.778,H
95,61.111,46.944,95,72.778,68.611,98.333,91.111,45.556,I
65.833,81.944,95.833,95,86.944,90,79.444,91.111,64.167,J
96.944,96.944,97.5,98.333,99.444,98.333,97.222,97.5,96.944,A
73.333,80.833,95.556,57.222,79.167,86.667,46.111,90,90.556,B
97.5,86.389,47.778,69.167,94.722,55.556,96.944,77.5,64.444,C
52.222,80.556,97.778,84.167,89.444,98.056,90.278,91.667,96.111,D
96.111,97.778,91.111,70.556,96.111,67.778,98.889,99.167,98.056,E
98.889,98.889,97.222,98.333,98.889,97.778,98.333,97.5,96.944,F
51.111,76.667,58.889,74.722,99.444,76.667,90.833,91.667,96.944,G
98.889,98.889,96.667,96.944,98.333,96.944,40.556,49.722,75.278,H
67.778,61.667,97.5,93.056,63.333,49.444,96.389,53.333,38.056,I
51.667,75.278,91.389,97.222,83.056,86.389,72.5,88.056,63.889,J
67.5,98.333,95,98.333,99.444,97.778,98.333,98.611,97.5,A
98.056,86.667,86.667,62.778,77.5,84.722,57.5,78.611,92.222,B
86.389,86.111,46.667,71.667,93.889,57.5,93.611,79.444,70.833,C
88.889,77.778,48.333,91.389,98.333,97.778,95,98.056,97.222,D
98.889,98.889,96.667,81.111,98.333,94.167,96.667,98.889,98.889,E
98.611,99.444,98.056,98.333,98.056,75.278,96.667,98.333,97.778,F
66.111,67.778,91.944,80.833,78.889,97.5,94.167,85.556,91.111,G
98.333,98.611,96.944,95.556,71.667,96.111,41.111,52.222,94.444,H
90.278,53.889,43.056,97.778,81.111,61.389,96.111,97.778,50,I
44.722,53.889,67.778,97.222,73.333,94.444,95,85.833,86.944,J
98.333,97.778,96.944,98.333,97.778,97.5,98.333,97.778,97.222,A
98.611,91.389,45.556,78.611,90.556,90.278,98.056,98.333,50.833,B
83.056,92.778,41.389,97.222,77.5,56.389,43.611,52.222,93.889,C
70,70,97.5,95.278,84.167,95.556,40.833,95.556,91.667,D
98.889,99.444,97.778,95.556,98.333,98.333,54.444,98.056,98.333,E
98.889,99.167,97.778,98.333,95.833,79.722,98.333,98.889,96.944,F
56.111,91.111,48.889,77.778,98.333,97.778,92.222,88.333,96.944,G
98.333,98.611,98.333,60,68.056,81.667,40.556,51.389,91.667,H
66.111,56.389,48.611,98.611,98.611,66.944,97.5,96.667,43.889,I
46.667,81.944,66.667,59.722,75.833,91.944,97.222,87.778,92.778,J
98.333,97.778,96.944,98.333,98.889,98.056,97.5,97.5,97.5,A
73.611,84.722,94.167,81.944,88.333,91.111,97.778,98.889,96.944,B
96.389,88.889,42.5,71.667,82.778,53.889,85.833,80.278,65.556,C
92.222,85.278,52.222,96.389,98.333,97.5,96.667,98.611,96.944,D
98.889,98.611,42.778,72.778,81.389,48.056,96.111,97.778,38.611,E
98.056,97.778,67.222,97.778,91.111,58.056,98.889,98.889,53.889,F
92.222,72.778,58.889,98.611,97.778,97.778,97.222,95.278,98.889,G
98.889,98.889,95,97.778,98.333,98.333,40,49.722,65.556,H
62.778,54.444,47.5,98.056,97.222,61.944,96.944,57.5,42.5,I
73.889,96.944,45,98.333,99.167,98.333,54.722,96.389,97.778,J
98.333,98.333,98.056,98.333,99.444,98.333,98.333,98.889,97.222,A
71.389,81.667,92.5,69.167,82.5,87.222,98.056,98.333,97.5,B
97.778,99.444,94.722,83.333,92.222,91.944,98.611,61.389,91.111,C
76.667,59.444,42.778,81.944,81.944,96.944,50,91.389,98.333,D
72.778,98.889,98.889,98.889,98.889,94.444,98.333,97.778,95.833,E
97.778,98.333,42.778,97.5,82.222,63.056,97.5,98.333,97.778,F
51.111,82.5,48.056,70.556,78.889,65.556,50.556,87.778,96.944,G
98.333,98.333,94.444,46.944,57.5,93.889,36.667,45,56.944,H
61.111,52.5,43.056,97.778,73.333,98.611,96.667,56.389,41.944,I
56.389,79.167,88.889,97.778,99.444,91.111,80,96.944,97.222,J
97.778,98.889,97.222,98.333,99.444,98.056,97.778,98.889,98.889,A
67.778,79.722,95,57.778,78.333,88.056,62.222,97.778,98.333,B
97.778,98.056,95.556,71.389,86.389,75.556,98.889,64.722,70.833,C
90.556,85.556,67.5,91.944,91.667,97.778,97.5,98.889,98.333,D
98.889,98.889,97.5,97.5,98.333,98.333,98.056,98.889,97.778,E
98.056,98.611,97.778,97.778,71.944,56.667,98.056,83.889,45.278,F
54.444,67.5,53.056,98.333,79.167,97.778,96.111,87.5,97.5,G
98.333,98.889,97.778,64.444,92.778,59.722,50,93.889,55.278,H
61.667,51.389,43.333,98.056,68.889,98.889,96.111,53.611,44.722,I
65,89.722,89.722,96.944,84.722,89.167,96.667,98.611,96.111,J
97.778,98.056,97.5,98.333,99.444,98.333,98.056,98.611,97.778,A
72.222,81.389,92.5,66.389,81.944,88.889,97.778,98.333,97.5,B
90.556,88.611,41.944,73.611,91.111,53.333,95,76.389,65.556,C
93.333,90,86.944,93.611,93.611,93.889,95.833,98.611,97.5,D
98.333,97.778,76.667,98.056,95.278,78.611,97.778,98.611,98.333,E
97.778,98.056,70.833,98.056,78.056,55.833,97.778,97.222,42.222,F
89.167,58.611,45.556,83.889,78.333,97.778,87.778,90,87.778,G
98.889,98.889,97.222,97.5,67.778,71.389,40.556,50.556,62.222,H
71.111,56.944,49.444,97.222,76.389,61.944,97.778,95.556,43.611,I
61.389,92.5,45.833,71.944,84.167,89.722,84.444,98.889,64.167,J
83.889,98.056,98.333,98.333,98.889,98.333,98.333,98.889,97.778,A
66.944,93.056,43.611,60.833,84.722,97.778,92.222,98.889,98.889,B
97.5,97.222,38.889,79.722,94.167,55.278,55.278,96.944,68.889,C
97.5,97.5,97.222,98.889,99.444,98.333,98.333,98.611,97.778,D
97.778,99.167,98.333,98.333,98.333,97.5,98.056,94.167,43.611,E
96.667,98.333,95.556,97.778,97.778,75.833,98.889,98.889,97.222,F
90.278,80,44.444,88.056,82.5,96.389,91.111,92.222,85.833,G
98.889,98.889,97.5,52.222,63.333,79.167,39.444,49.722,73.611,H
66.944,58.611,52.778,98.333,91.389,59.167,97.778,95.833,43.611,I
63.611,84.444,89.444,97.778,98.889,93.333,60.833,95.833,96.944,J
97.222,98.333,98.333,97.778,98.889,98.889,97.778,98.889,98.889,A
70.556,85.556,79.444,96.667,97.778,98.333,97.222,98.889,97.778,B
69.444,85.278,95.556,77.778,84.722,95.278,49.444,57.222,70.556,C
84.167,70.556,48.611,85.278,84.167,97.5,89.722,92.778,97.5,D
98.611,99.444,98.611,65.278,97.778,94.722,50.556,96.944,60.278,E
98.889,98.889,96.111,97.778,97.778,69.444,97.5,98.611,84.167,F
78.333,72.5,63.056,84.722,84.167,97.5,79.167,88.889,98.333,G
97.778,98.611,59.444,54.167,63.333,93.333,39.722,50.556,91.111,H
73.056,61.944,56.111,98.333,78.611,63.611,97.5,91.111,42.5,I
46.389,69.444,89.722,97.778,83.889,87.222,79.167,99.444,90.278,J
96.111,97.778,98.333,98.333,99.444,98.333,98.333,98.333,97.222,A
91.667,91.667,97.222,73.889,86.944,94.167,66.944,98.611,98.333,B
81.667,90,53.333,97.778,97.222,61.111,53.889,95.556,66.111,C
89.167,80.833,56.944,95.278,99.167,97.778,97.778,98.889,98.333,D
97.778,98.611,98.333,78.333,97.222,78.333,98.056,98.611,97.778,E
97.5,97.222,78.889,97.778,81.944,58.889,98.333,97.778,43.333,F
90.278,79.444,90.556,91.111,89.167,77.5,92.778,91.667,98.056,G
98.889,98.889,97.222,50.556,61.111,79.722,38.333,46.944,59.167,H
64.444,53.889,46.389,78.611,97.5,96.667,96.389,96.111,46.944,I
48.056,82.5,90.556,95,89.167,91.111,97.778,99.444,95.278,J
97.222,98.056,98.333,98.333,99.444,98.333,98.333,98.333,96.111,A
84.444,86.111,88.889,68.611,81.667,90.278,51.944,96.944,97.222,B
81.389,93.889,39.167,73.611,71.111,48.333,93.611,72.5,60,C
64.444,70,97.778,80.833,83.889,98.333,95.833,86.944,93.611,D
97.5,98.056,97.778,75.556,97.778,92.778,97.5,98.333,43.056,E
97.778,97.778,81.944,98.333,91.389,66.111,98.333,98.889,54.722,F
66.667,67.222,95,80,82.778,97.778,76.944,87.5,96.389,G
98.333,98.333,97.778,57.222,70.278,93.889,43.611,63.611,71.111,H
70.278,61.667,59.722,96.944,96.111,60.833,96.944,91.111,42.222,I
69.167,78.889,79.167,61.944,79.167,86.111,86.944,98.889,98.611,J
44.722,97.5,97.778,97.778,98.889,97.778,98.889,98.889,96.944,A
65.278,95.278,43.889,71.389,83.611,93.611,98.611,99.167,97.778,B
93.889,90.278,90.556,73.889,85.833,63.611,97.5,85.278,75.278,C
71.111,98.889,97.778,84.167,96.667,98.056,89.167,91.944,96.944,D
97.778,99.444,98.889,97.778,97.778,61.389,98.333,98.333,49.722,E
98.333,98.333,48.611,98.333,97.5,81.667,97.778,98.889,98.889,F
56.111,68.056,65.833,95.556,78.611,97.222,44.167,84.167,93.056,G
97.778,98.889,84.722,97.5,70.278,81.111,45.278,56.389,89.722,H
61.667,51.389,41.667,98.889,99.167,98.333,97.222,64.722,50.278,I
52.222,75,92.778,97.778,82.222,87.222,84.722,97.778,89.167,J
96.944,97.778,98.333,98.333,99.444,98.333,97.778,98.889,96.944,A
73.889,95.833,41.111,64.722,80.833,90,92.778,98.056,60.278,B
80.278,95.556,36.944,73.611,94.722,49.722,66.667,80,65.278,C
66.389,64.722,96.944,96.111,82.222,98.333,40,92.778,93.333,D
92.222,98.056,98.333,66.667,96.111,75.278,98.333,99.444,98.333,E
98.333,97.222,49.722,98.333,96.111,59.167,98.333,98.333,72.222,F
47.5,88.889,45.833,56.944,95.833,97.778,70.278,82.778,92.222,G
98.889,98.889,97.778,56.944,65.833,80.278,39.444,51.667,90.556,H
64.722,57.222,49.167,97.778,70.833,63.333,96.111,59.444,46.389,I
67.222,80.278,41.667,64.167,82.5,88.611,92.222,98.889,92.778,J
98.333,98.056,96.944,97.778,99.444,98.333,98.333,98.056,97.778,A
81.389,85.833,77.222,67.778,85.278,90.278,96.111,98.333,97.778,B
93.611,92.222,48.611,81.944,92.778,61.667,98.333,91.667,55,C
66.389,74.167,96.667,79.444,90.556,97.5,45,91.111,98.611,D
97.778,98.333,97.778,94.444,92.5,54.444,97.778,98.333,40.833,E
98.056,98.333,97.778,97.778,91.389,80.556,98.333,97.5,97.778,F
42.222,58.333,52.778,52.5,64.722,97.222,65.833,71.667,91.944,G
98.056,98.611,97.778,50.833,62.222,72.778,38.889,49.722,69.167,H
94.444,58.611,49.167,95.556,71.667,62.778,94.722,59.444,43.056,I
46.389,64.167,96.389,98.333,78.333,91.111,81.389,88.056,86.944,J
95.833,98.333,98.333,97.778,99.167,98.056,98.333,98.889,97.222,A
63.056,80.556,79.167,63.056,76.944,83.889,89.722,98.333,96.111,B
86.111,51.389,37.778,68.333,60.278,45.833,92.778,69.722,60.278,C
65.833,60.833,96.389,80.556,98.889,97.778,96.111,95,96.667,D
98.333,98.333,73.611,97.778,87.222,57.5,97.778,97.5,46.111,E
98.889,98.889,63.611,97.778,95.833,88.333,97.5,98.333,97.5,F
87.222,57.222,50.278,85.556,73.333,95,41.389,97.222,74.167,G
97.778,97.778,97.5,98.889,98.889,98.056,43.889,53.056,91.667,H
90.833,58.611,48.889,98.611,95,61.389,97.778,94.167,44.167,I
53.333,94.444,47.222,68.056,81.389,94.722,97.778,90,95.556,J
97.778,98.889,98.333,98.333,98.889,97.778,98.889,98.611,47.222,A
67.778,80.278,77.222,58.611,73.611,81.944,56.111,83.056,94.722,B
98.889,90.556,48.333,76.111,95,57.778,96.667,81.389,69.722,C
67.778,65.278,97.778,79.444,95.833,97.778,95.278,89.722,96.667,D
60.556,98.611,98.611,94.722,97.778,62.778,56.944,97.222,52.778,E
98.333,98.333,98.056,98.611,98.611,96.944,98.333,98.333,97.778,F
78.333,73.333,55.278,85.556,97.222,60.556,97.778,98.611,79.722,G
97.5,98.611,62.222,56.389,75.556,59.444,43.333,90.833,48.889,H
65.278,54.722,46.111,98.056,68.611,60.833,96.667,52.222,42.5,I
55.556,90,89.444,87.778,99.444,95.278,61.389,95.833,97.222,J
88.611,98.333,98.333,97.778,99.167,98.333,98.889,98.611,60.833,A
95,59.444,42.5,66.667,97.5,54.444,95.556,98.889,98.889,B
73.889,83.611,46.389,73.333,90.278,55.556,97.778,96.944,65.278,C
47.222,92.778,87.222,98.333,98.333,98.333,98.056,98.611,96.944,D
98.056,98.889,98.611,98.056,97.778,68.889,96.111,98.333,97.5,E
97.778,98.333,98.333,97.778,98.333,85.833,97.778,99.444,98.056,F
70.278,67.778,94.444,67.222,79.167,78.333,39.444,82.5,96.667,G
98.611,99.167,98.056,56.944,71.667,91.944,39.444,70,68.056,H
65.833,56.111,47.5,97.222,79.444,63.333,96.667,94.722,45.833,I
51.944,66.944,95.278,97.222,81.944,98.333,67.222,95,88.889,J
88.056,97.222,98.333,97.778,99.444,98.333,98.333,98.611,48.333,A
98.611,95.556,97.778,81.667,91.944,95,98.333,98.889,98.333,B
98.056,95.556,41.667,69.722,89.444,50.833,85.278,72.778,62.222,C
45.833,97.222,97.778,56.667,74.444,88.889,81.389,80,95.556,D
70.833,98.056,97.5,58.333,95.556,68.333,48.333,97.778,96.667,E
97.5,98.611,98.611,98.056,98.333,63.611,97.778,83.611,56.667,F
46.111,53.611,77.778,69.722,68.611,97.778,81.667,80.278,93.056,G
98.611,99.444,97.778,97.222,97.778,82.778,40.556,51.944,69.444,H
61.667,54.167,46.111,85,94.167,61.944,91.667,64.722,42.222,I
77.222,88.333,92.222,95.833,98.889,98.333,40.833,97.778,97.778,J
98.333,98.333,96.944,98.889,99.444,98.333,98.611,98.889,98.056,A
74.444,83.611,56.111,71.389,98.333,98.889,97.778,98.333,97.222,B
97.222,95.556,40.278,96.111,95,50.556,51.389,78.333,62.5,C
43.889,93.056,97.778,55,72.778,87.778,74.722,78.333,92.222,D
97.778,99.444,98.333,83.333,98.333,98.333,98.889,98.889,90.556,E
97.778,96.944,56.389,98.333,97.778,62.5,97.5,73.056,49.722,F
0,0,0,0,0,0,0,0,0,G
98.333,99.444,97.778,98.611,98.611,76.111,44.722,53.611,64.167,H
64.444,57.5,52.5,78.333,94.167,62.222,86.944,97.778,42.5,I
77.5,85.278,78.611,73.889,93.611,92.222,77.5,71.667,98.056,J
98.333,99.444,97.778,98.056,99.444,98.056,98.333,97.778,92.222,A
73.889,83.889,95,71.389,85,89.722,98.611,98.889,97.5,B
86.667,84.722,95,65.556,85.278,68.056,96.944,89.167,77.778,C
66.111,58.333,54.444,88.056,76.944,97.778,72.778,98.611,98.333,D
96.667,98.889,98.889,78.333,98.333,96.667,98.889,98.889,96.389,E
96.667,73.056,45.278,97.778,83.056,66.944,97.222,97.778,98.056,F
75.833,96.667,96.667,93.611,92.778,98.333,70.556,98.056,98.333,G
98.333,98.056,97.222,98.056,85.556,76.111,42.778,53.056,66.944,H
65,55.833,48.333,85.556,97.778,63.611,92.778,96.111,41.944,I
55.833,82.5,93.056,61.944,78.611,85.556,98.333,98.889,91.667,J
97.778,98.889,97.778,98.333,99.444,98.056,98.611,98.611,57.5,A
80,54.722,39.167,70.556,96.667,94.722,97.5,98.889,98.889,B
70,95.556,38.611,68.611,91.944,50.278,98.333,98.333,65,C
69.167,95.278,97.778,80.833,98.333,98.056,79.722,92.222,98.333,D
52.222,98.333,91.944,68.611,97.5,65.833,98.889,98.889,90.556,E
98.056,98.889,53.333,97.222,98.333,60.556,98.333,97.778,72.778,F
70.278,66.944,92.5,83.056,80,83.056,97.778,87.5,97.778,G
98.333,99.444,97.778,51.944,60.278,67.778,39.167,48.056,59.167,H
64.444,53.333,44.167,98.056,98.611,59.167,97.222,51.944,41.389,I
40.556,72.222,97.5,88.889,78.056,97.778,89.167,99.444,92.778,J
95.278,98.056,96.667,97.222,98.333,97.222,95.556,97.5,97.778,A
77.5,95.556,44.167,70.556,95.556,94.722,96.667,92.5,90.278,B
97.222,98.333,40.833,91.111,95.833,54.722,97.778,97.222,66.667,C
64.167,78.333,97.778,82.5,95.278,97.778,97.222,90,97.222,D
47.222,96.111,98.333,65.556,97.5,71.111,98.889,98.889,95,E
98.333,97.778,96.389,98.056,98.333,78.056,97.5,98.889,97.778,F
59.722,92.778,50.556,79.167,86.667,66.667,96.944,88.611,96.667,G
